symbol,company_name,isin_number,series,market_type
HITECHGEAR,The Hi-Tech Gears Limited,INE127B01011,BE,NSE
HLEGLAS,HLE Glascoat Limited,INE461D01028,EQ,NSE
HLVLTD,HLV LIMITED,INE102A01024,EQ,NSE
HMAAGRO,HMA Agro Industries Limited,INE0ECP01024,EQ,NSE
HMT,HMT Limited,INE262A01018,BZ,NSE
HMVL,Hindustan Media Ventures Limited,INE871K01015,EQ,NSE
HNDFDS,Hindustan Foods Limited,INE254N01026,EQ,NSE
HOMEFIRST,Home First Finance Company India Limited,INE481N01025,EQ,NSE
HONASA,Honasa Consumer Limited,INE0J5401028,EQ,NSE
HONAUT,Honeywell Automation India Limited,INE671A01010,EQ,NSE
HONDAPOWER,Honda India Power Products Limited,INE634A01018,EQ,NSE
HOVS,HOV Services Limited,INE596H01014,BE,NSE
HPAL,HP Adhesives Limited,INE0GSL01024,EQ,NSE
HPIL,Hindprakash Industries Limited,INE05X901010,EQ,NSE
HPL,HPL Electric & Power Limited,INE495S01016,EQ,NSE
HSCL,Himadri Speciality Chemical Limited,INE019C01026,EQ,NSE
HTMEDIA,HT Media Limited,INE501G01024,BE,NSE
HUBTOWN,Hubtown Limited,INE703H01016,EQ,NSE
HUDCO,Housing & Urban Development Corporation Limited,INE031A01017,EQ,NSE
HUHTAMAKI,Huhtamaki India Limited,INE275B01026,EQ,NSE
HYBRIDFIN,Hybrid Financial Services Limited,INE965B01022,BE,NSE
HYUNDAI,Hyundai Motor India Limited,INE0V6F01027,EQ,NSE
ICDSLTD,ICDS Limited,INE613B01010,BE,NSE
ICEMAKE,Ice Make Refrigeration Limited,INE520Y01019,EQ,NSE
ICICIBANK,ICICI Bank Limited,INE090A01021,EQ,NSE
ICICIGI,ICICI Lombard General Insurance Company Limited,INE765G01017,EQ,NSE
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,INE726G01019,EQ,NSE
ICIL,Indo Count Industries Limited,INE483B01026,EQ,NSE
ICRA,ICRA Limited,INE725G01011,EQ,NSE
IDBI,IDBI Bank Limited,INE008A01015,EQ,NSE
IDEA,Vodafone Idea Limited,INE669E01016,EQ,NSE
IDEAFORGE,Ideaforge Technology Limited,INE349Y01013,EQ,NSE
IDFCFIRSTB,IDFC First Bank Limited,INE092T01019,EQ,NSE
IEL,Indiabulls Enterprises Limited,INE059901020,BE,NSE
IEX,Indian Energy Exchange Limited,INE022Q01020,EQ,NSE
IFBAGRO,IFB Agro Industries Limited,INE076C01018,BE,NSE
IFBIND,IFB Industries Limited,INE559A01017,EQ,NSE
IFCI,IFCI Limited,INE039A01010,EQ,NSE
IFGLEXPOR,IFGL Refractories Limited,INE133Y01011,EQ,NSE
IGARASHI,Igarashi Motors India Limited,INE188B01013,EQ,NSE
IGCL,Indogulf Cropsciences Limited,INE05J901018,EQ,NSE
IGIL,International Gemmological Institute (India) Limited,INE0Q9301021,EQ,NSE
IGL,Indraprastha Gas Limited,INE203G01027,EQ,NSE
IGPL,IG Petrochemicals Limited,INE204A01010,EQ,NSE
IIFL,IIFL Finance Limited,INE530B01024,EQ,NSE
IIFLCAPS,IIFL Capital Services Limited,INE489L01022,EQ,NSE
IITL,Industrial Investment Trust Limited,INE886A01014,BE,NSE
IKIO,IKIO Technologies Limited,INE0LOJ01019,EQ,NSE
IKS,Inventurus Knowledge Solutions Limited,INE115Q01022,EQ,NSE
IL&FSENGG,IL&FS Engineering and Construction Company Limited,INE369I01014,BZ,NSE
IL&FSTRANS,IL&FS Transportation Networks Limited,INE975G01012,BZ,NSE
IMAGICAA,Imagicaaworld Entertainment Limited,INE172N01012,EQ,NSE
IMFA,Indian Metals & Ferro Alloys Limited,INE919H01018,EQ,NSE
IMPAL,India Motor Parts and Accessories Limited,INE547E01014,EQ,NSE
IMPEXFERRO,Impex Ferro Tech Limited,INE691G01015,BZ,NSE
INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,INE452L01012,BE,NSE
INDBANK,Indbank Merchant Banking Services Limited,INE841B01017,EQ,NSE
INDGN,Indegene Limited,INE065X01017,EQ,NSE
INDHOTEL,The Indian Hotels Company Limited,INE053A01029,EQ,NSE
INDIACEM,The India Cements Limited,INE383A01012,EQ,NSE
INDIAGLYCO,India Glycols Limited,INE560A01015,EQ,NSE
INDIAMART,Indiamart Intermesh Limited,INE933S01016,EQ,NSE
INDIANB,Indian Bank,INE562A01011,EQ,NSE
INDIANCARD,Indian Card Clothing Company Limited,INE061A01014,EQ,NSE
INDIANHUME,Indian Hume Pipe Company Limited,INE323C01030,EQ,NSE
INDIASHLTR,India Shelter Finance Corporation Limited,INE922K01024,EQ,NSE
INDIGO,InterGlobe Aviation Limited,INE646L01027,EQ,NSE
INDIGOPNTS,Indigo Paints Limited,INE09VQ01012,EQ,NSE
INDNIPPON,India Nippon Electricals Limited,INE092B01025,EQ,NSE
INDOAMIN,Indo Amines Limited,INE760F01028,EQ,NSE
INDOBORAX,Indo Borax & Chemicals Limited,INE803D01021,EQ,NSE
INDOCO,Indoco Remedies Limited,INE873D01024,EQ,NSE
INDOFARM,Indo Farm Equipment Limited,INE622H01018,BE,NSE
INDORAMA,Indo Rama Synthetics (India) Limited,INE156A01020,BE,NSE
INDOSTAR,IndoStar Capital Finance Limited,INE896L01010,EQ,NSE
INDOTECH,Indo Tech Transformers Limited,INE332H01014,EQ,NSE
INDOTHAI,Indo Thai Securities Limited,INE337M01021,BE,NSE
INDOUS,Indo Us Biotech Limited,INE250Z01010,EQ,NSE
INDOWIND,Indowind Energy Limited,INE227G01018,EQ,NSE
INDRAMEDCO,Indraprastha Medical Corporation Limited,INE681B01017,EQ,NSE
INDSWFTLAB,Ind-Swift Laboratories Limited,INE915B01019,BE,NSE
INDSWFTLTD,Ind-Swift Limited,INE788B01028,EQ,NSE
INDTERRAIN,Indian Terrain Fashions Limited,INE611L01021,EQ,NSE
INDUSINDBK,IndusInd Bank Limited,INE095A01012,EQ,NSE
INDUSTOWER,Indus Towers Limited,INE121J01017,EQ,NSE
INFIBEAM,Infibeam Avenues Limited,INE483S01020,EQ,NSE
INFOBEAN,InfoBeans Technologies Limited,INE344S01016,EQ,NSE
INFY,Infosys Limited,INE009A01021,EQ,NSE
INGERRAND,Ingersoll Rand (India) Limited,INE177A01018,EQ,NSE
INNOVACAP,Innova Captab Limited,INE0DUT01020,EQ,NSE
INNOVANA,Innovana Thinklabs Limited,INE403Y01018,EQ,NSE
INOXGREEN,Inox Green Energy Services Limited,INE510W01014,BE,NSE
INOXINDIA,INOX India Limited,INE616N01034,EQ,NSE
INOXWIND,Inox Wind Limited,INE066P01011,EQ,NSE
INSECTICID,Insecticides (India) Limited,INE070I01018,EQ,NSE
INSPIRISYS,Inspirisys Solutions Limited,INE020G01017,BE,NSE
INTELLECT,Intellect Design Arena Limited,INE306R01017,EQ,NSE
INTENTECH,Intense Technologies Limited,INE781A01025,EQ,NSE
INTERARCH,Interarch Building Solutions Limited,INE00M901018,BE,NSE
INTLCONV,International Conveyors Limited,INE575C01027,EQ,NSE
INVENTURE,Inventure Growth & Securities Limited,INE878H01024,EQ,NSE
IOB,Indian Overseas Bank,INE565A01014,EQ,NSE
IOC,Indian Oil Corporation Limited,INE242A01010,EQ,NSE
IOLCP,IOL Chemicals and Pharmaceuticals Limited,INE485C01029,EQ,NSE
IONEXCHANG,ION Exchange (India) Limited,INE570A01022,EQ,NSE
IPCALAB,IPCA Laboratories Limited,INE571A01038,EQ,NSE
IPL,India Pesticides Limited,INE0D6701023,EQ,NSE
IRB,IRB Infrastructure Developers Limited,INE821I01022,EQ,NSE
IRCON,Ircon International Limited,INE962Y01021,EQ,NSE
IRCTC,Indian Railway Catering And Tourism Corporation Limited,INE335Y01020,EQ,NSE
IREDA,Indian Renewable Energy Development Agency Limited,INE202E01016,EQ,NSE
IRFC,Indian Railway Finance Corporation Limited,INE053F01010,EQ,NSE
IRIS,Iris Business Services Limited,INE864K01010,BE,NSE
IRISDOREME,Iris Clothings Limited,INE01GN01025,BE,NSE
IRMENERGY,IRM Energy Limited,INE07U701015,EQ,NSE
ISFT,Intrasoft Technologies Limited,INE566K01011,EQ,NSE
ISGEC,Isgec Heavy Engineering Limited,INE858B01029,EQ,NSE
ISHANCH,Ishan Dyes and Chemicals Limited,INE561M01018,BE,NSE
ITC,ITC Limited,INE154A01025,EQ,NSE
ITCHOTELS,ITC Hotels Limited,INE379A01028,EQ,NSE
ITDC,India Tourism Development Corporation Limited,INE353K01014,EQ,NSE
ITDCEM,ITD Cementation India Limited,INE686A01026,EQ,NSE
ITI,ITI Limited,INE248A01017,EQ,NSE
IVC,IL&FS Investment Managers Limited,INE050B01023,EQ,NSE
IVP,IVP Limited,INE043C01018,EQ,NSE
IXIGO,Le Travenues Technology Limited,INE0HV901016,EQ,NSE
IZMO,IZMO Limited,INE848A01014,EQ,NSE
J&KBANK,The Jammu & Kashmir Bank Limited,INE168A01041,EQ,NSE
JAGRAN,Jagran Prakashan Limited,INE199G01027,EQ,NSE
JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,INE048B01035,EQ,NSE
JAIBALAJI,Jai Balaji Industries Limited,INE091G01026,EQ,NSE
JAICORPLTD,Jai Corp Limited,INE070D01027,EQ,NSE
JAIPURKURT,Nandani Creation Limited,INE696V01013,EQ,NSE
JAMNAAUTO,Jamna Auto Industries Limited,INE039C01032,EQ,NSE
JASH,Jash Engineering Limited,INE039O01029,EQ,NSE
JAYAGROGN,Jayant Agro Organics Limited,INE785A01026,EQ,NSE
JAYBARMARU,Jay Bharat Maruti Limited,INE571B01036,EQ,NSE
JAYNECOIND,Jayaswal Neco Industries Limited,INE854B01010,EQ,NSE
JAYSREETEA,Jayshree Tea & Industries Limited,INE364A01020,EQ,NSE
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,INE572A01036,EQ,NSE
JBMA,JBM Auto Limited,INE927D01051,EQ,NSE
JCHAC,Johnson Controls - Hitachi Air Conditioning India Limited,INE782A01015,EQ,NSE
JETFREIGHT,Jet Freight Logistics Limited,INE982V01025,EQ,NSE
JGCHEM,J.G.Chemicals Limited,INE0MB501011,EQ,NSE
JHS,JHS Svendgaard Laboratories Limited,INE544H01014,EQ,NSE
JINDALPHOT,Jindal Photo Limited,INE796G01012,BE,NSE
JINDALPOLY,Jindal Poly Films Limited,INE197D01010,EQ,NSE
JINDALSAW,Jindal Saw Limited,INE324A01032,EQ,NSE
JINDALSTEL,Jindal Steel & Power Limited,INE749A01030,EQ,NSE
JINDRILL,Jindal Drilling And Industries Limited,INE742C01031,EQ,NSE
JINDWORLD,Jindal Worldwide Limited,INE247D01039,EQ,NSE
JIOFIN,Jio Financial Services Limited,INE758E01017,EQ,NSE
JISLDVREQS,Jain Irrigation Systems Limited,IN9175A01010,EQ,NSE
JISLJALEQS,Jain Irrigation Systems Limited,INE175A01038,EQ,NSE
JITFINFRA,JITF Infralogistics Limited,INE863T01013,EQ,NSE
JKCEMENT,JK Cement Limited,INE823G01014,EQ,NSE
JKIL,J.Kumar Infraprojects Limited,INE576I01022,EQ,NSE
JKLAKSHMI,JK Lakshmi Cement Limited,INE786A01032,EQ,NSE
JKPAPER,JK Paper Limited,INE789E01012,EQ,NSE
JKTYRE,JK Tyre & Industries Limited,INE573A01042,EQ,NSE
JLHL,Jupiter Life Line Hospitals Limited,INE682M01012,EQ,NSE
JMA,Jullundur Motor Agency (Delhi) Limited,INE412C01023,EQ,NSE
JMFINANCIL,JM Financial Limited,INE780C01023,EQ,NSE
JNKINDIA,JNK India Limited,INE0OAF01028,EQ,NSE
JOCIL,Jocil Limited,INE839G01010,EQ,NSE
JPOLYINVST,Jindal Poly Investment and Finance Company Limited,INE147P01019,EQ,NSE
JPPOWER,Jaiprakash Power Ventures Limited,INE351F01018,EQ,NSE
JSFB,Jana Small Finance Bank Limited,INE953L01027,EQ,NSE
JSL,Jindal Stainless Limited,INE220G01021,EQ,NSE
JSWENERGY,JSW Energy Limited,INE121E01018,EQ,NSE
JSWHL,JSW Holdings Limited,INE824G01012,BE,NSE
JSWINFRA,JSW Infrastructure Limited,INE880J01026,EQ,NSE
JSWSTEEL,JSW Steel Limited,INE019A01038,EQ,NSE
JTEKTINDIA,Jtekt India Limited,INE643A01035,EQ,NSE
JTLIND,JTL INDUSTRIES LIMITED,INE391J01032,EQ,NSE
JUBLCPL,Jubilant Agri and Consumer Products Limited,INE03CC01015,EQ,NSE
JUBLFOOD,Jubilant Foodworks Limited,INE797F01020,EQ,NSE
JUBLINGREA,Jubilant Ingrevia Limited,INE0BY001018,EQ,NSE
JUBLPHARMA,Jubilant Pharmova Limited,INE700A01033,EQ,NSE
JUNIPER,Juniper Hotels Limited,INE696F01016,EQ,NSE
JUSTDIAL,Just Dial Limited,INE599M01018,EQ,NSE
JWL,Jupiter Wagons Limited,INE209L01016,EQ,NSE
JYOTHYLAB,Jyothy Labs Limited,INE668F01031,EQ,NSE
JYOTICNC,Jyoti CNC Automation Limited,INE980O01024,EQ,NSE
JYOTISTRUC,Jyoti Structures Limited,INE197A01024,EQ,NSE
KABRAEXTRU,Kabra Extrusion Technik Limited,INE900B01029,EQ,NSE
KAJARIACER,Kajaria Ceramics Limited,INE217B01036,EQ,NSE
KAKATCEM,Kakatiya Cement Sugar & Industries Limited,INE437B01014,EQ,NSE
KALAMANDIR,Sai Silks (Kalamandir) Limited,INE438K01021,EQ,NSE
KALPATARU,Kalpataru Limited,INE227J01012,EQ,NSE
KALYANI,Kalyani Commercials Limited,INE610E01010,BE,NSE
KALYANIFRG,Kalyani Forge Limited,INE314G01014,EQ,NSE
KALYANKJIL,Kalyan Jewellers India Limited,INE303R01014,EQ,NSE
KAMATHOTEL,Kamat Hotels (I) Limited,INE967C01018,EQ,NSE
KAMDHENU,Kamdhenu Limited,INE390H01020,EQ,NSE
KAMOPAINTS,Kamdhenu Ventures Limited,INE0BTI01037,BE,NSE
KANANIIND,Kanani Industries Limited,INE879E01037,EQ,NSE
KANORICHEM,Kanoria Chemicals & Industries Limited,INE138C01024,EQ,NSE
KANPRPLA,Kanpur Plastipack Limited,INE694E01014,BE,NSE
KANSAINER,Kansai Nerolac Paints Limited,INE531A01024,EQ,NSE
KAPSTON,Kapston Services Limited,INE542Z01028,EQ,NSE
KARMAENG,Karma Energy Limited,INE725L01011,BE,NSE
KARURVYSYA,Karur Vysya Bank Limited,INE036D01028,EQ,NSE
KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,INE234I01028,EQ,NSE
KAVDEFENCE,Kavveri Defence & Wireless Technologies Limited,INE641C01019,BE,NSE
KAYA,Kaya Limited,INE587G01015,BE,NSE
KAYNES,Kaynes Technology India Limited,INE918Z01012,EQ,NSE
KCP,KCP Limited,INE805C01028,EQ,NSE
KCPSUGIND,KCP Sugar and Industries Corporation Limited,INE790B01024,EQ,NSE
KDDL,KDDL Limited,INE291D01011,EQ,NSE
KEC,KEC International Limited,INE389H01022,EQ,NSE
KECL,Kirloskar Electric Company Limited,INE134B01017,EQ,NSE
KEEPLEARN,DSJ Keep Learning Limited,INE055C01020,BE,NSE
KEI,KEI Industries Limited,INE878B01027,EQ,NSE
KELLTONTEC,Kellton Tech Solutions Limited,INE164B01022,EQ,NSE
KERNEX,Kernex Microsystems (India) Limited,INE202H01019,BE,NSE
KESORAMIND,Kesoram Industries Limited,INE087A01019,BE,NSE
KEYFINSERV,Keynote Financial Services Limited,INE681C01015,BE,NSE
KFINTECH,Kfin Technologies Limited,INE138Y01010,EQ,NSE
KHADIM,Khadim India Limited,INE834I01025,EQ,NSE
KHAICHEM,Khaitan Chemicals & Fertilizers Limited,INE745B01028,BE,NSE
KHAITANLTD,Khaitan (India) Limited,INE731C01018,BE,NSE
KHANDSE,Khandwala Securities Limited,INE060B01014,EQ,NSE
KICL,Kalyani Investment Company Limited,INE029L01018,EQ,NSE
KILITCH,Kilitch Drugs (India) Limited,INE729D01010,BE,NSE
KIMS,Krishna Institute of Medical Sciences Limited,INE967H01025,EQ,NSE
KINGFA,Kingfa Science & Technology (India) Limited,INE473D01015,EQ,NSE
KIOCL,KIOCL Limited,INE880L01014,EQ,NSE
KIRIINDUS,Kiri Industries Limited,INE415I01015,EQ,NSE
KIRLOSBROS,Kirloskar Brothers Limited,INE732A01036,EQ,NSE
KIRLOSENG,Kirloskar Oil Engines Limited,INE146L01010,EQ,NSE
KIRLOSIND,Kirloskar Industries Limited,INE250A01039,EQ,NSE
KIRLPNU,Kirloskar Pneumatic Company Limited,INE811A01020,EQ,NSE
KITEX,Kitex Garments Limited,INE602G01020,BE,NSE
KKCL,Kewal Kiran Clothing Limited,INE401H01017,EQ,NSE
KMEW,Knowledge Marine & Engineering Works Limited,INE0CJD01011,EQ,NSE
KMSUGAR,K.M.Sugar Mills Limited,INE157H01023,EQ,NSE
KNRCON,KNR Constructions Limited,INE634I01029,EQ,NSE
KOHINOOR,Kohinoor Foods Limited,INE080B01012,EQ,NSE
KOKUYOCMLN,Kokuyo Camlin Limited,INE760A01029,EQ,NSE
KOLTEPATIL,Kolte - Patil Developers Limited,INE094I01018,EQ,NSE
KOPRAN,Kopran Limited,INE082A01010,EQ,NSE
KOTAKBANK,Kotak Mahindra Bank Limited,INE237A01028,EQ,NSE
KOTARISUG,Kothari Sugars And Chemicals Limited,INE419A01022,EQ,NSE
KOTHARIPET,Kothari Petrochemicals Limited,INE720A01015,EQ,NSE
KOTHARIPRO,Kothari Products Limited,INE823A01017,EQ,NSE
KPEL,K.P. Energy Limited,INE127T01021,EQ,NSE
KPIGREEN,KPI Green Energy Limited,INE542W01025,EQ,NSE
KPIL,Kalpataru Projects International Limited,INE220B01022,EQ,NSE
KPITTECH,KPIT Technologies Limited,INE04I401011,EQ,NSE
KPRMILL,K.P.R. Mill Limited,INE930H01031,EQ,NSE
KRBL,KRBL Limited,INE001B01026,EQ,NSE
KREBSBIO,Krebs Biochemicals and Industries Limited,INE268B01013,BE,NSE
KRIDHANINF,Kridhan Infra Limited,INE524L01026,BE,NSE
KRISHANA,Krishana Phoschem Limited,INE506W01012,EQ,NSE
KRISHIVAL,Krishival Foods Limited,INE0GGO01015,BE,NSE
KRITI,Kriti Industries (India) Limited,INE479D01038,BE,NSE
KRITIKA,Kritika Wires Limited,INE00Z501029,EQ,NSE
KRITINUT,Kriti Nutrients Limited,INE798K01010,EQ,NSE
KRN,KRN Heat Exchanger and Refrigeration Limited,INE0Q3J01015,EQ,NSE
KRONOX,Kronox Lab Sciences Limited,INE0ATZ01017,EQ,NSE
KROSS,Kross Limited,INE0O6601022,EQ,NSE
KRSNAA,Krsnaa Diagnostics Limited,INE08LI01020,EQ,NSE
KRYSTAL,Krystal Integrated Services Limited,INE0QN801017,BE,NSE
KSB,Ksb Limited,INE999A01023,EQ,NSE
KSCL,Kaveri Seed Company Limited,INE455I01029,EQ,NSE
KSHITIJPOL,Kshitij Polyline Limited,INE013801027,EQ,NSE
KSL,Kalyani Steels Limited,INE907A01026,EQ,NSE
KSOLVES,Ksolves India Limited,INE0D6I01023,EQ,NSE
KTKBANK,The Karnataka Bank Limited,INE614B01018,EQ,NSE
KUANTUM,Kuantum Papers Limited,INE529I01021,EQ,NSE
LAGNAM,Lagnam Spintex Limited,INE548Z01017,EQ,NSE
LAKPRE,Lakshmi Precision Screws Limited,INE651C01018,BZ,NSE
LAL,Lorenzini Apparels Limited,INE740X01023,BE,NSE
LALPATHLAB,Dr. Lal Path Labs Ltd.,INE600L01024,EQ,NSE
LAMBODHARA,Lambodhara Textiles Limited,INE112F01022,EQ,NSE
LANCORHOL,Lancor Holdings Limited,INE572G01025,EQ,NSE
LANDMARK,Landmark Cars Limited,INE559R01029,EQ,NSE
LAOPALA,La Opala RG Limited,INE059D01020,EQ,NSE
LASA,Lasa Supergenerics Limited,INE670X01014,BE,NSE
LATENTVIEW,Latent View Analytics Limited,INE0I7C01011,EQ,NSE
LATTEYS,Latteys Industries Limited,INE262Z01023,EQ,NSE
LAURUSLABS,Laurus Labs Limited,INE947Q01028,EQ,NSE
LAXMICOT,Laxmi Cotspin Limited,INE801V01019,EQ,NSE
LAXMIDENTL,Laxmi Dental Limited,INE0WO601020,EQ,NSE
LCCINFOTEC,LCC Infotech Limited,INE938A01021,BE,NSE
LEMONTREE,Lemon Tree Hotels Limited,INE970X01018,EQ,NSE
LEXUS,Lexus Granito (India) Limited,INE500X01013,EQ,NSE
LFIC,Lakshmi Finance & Industrial Corporation Limited,INE850E01012,EQ,NSE
LGBBROSLTD,LG Balakrishnan & Bros Limited,INE337A01034,EQ,NSE
LGHL,Laxmi Goldorna House Limited,INE258Y01016,EQ,NSE
LIBAS,Libas Consumer Products Limited,INE908V01012,EQ,NSE
LIBERTSHOE,Liberty Shoes Limited,INE557B01019,BE,NSE
LICHSGFIN,LIC Housing Finance Limited,INE115A01026,EQ,NSE
LICI,Life Insurance Corporation Of India,INE0J1Y01017,EQ,NSE
LIKHITHA,Likhitha Infrastructure Limited,INE060901027,EQ,NSE
LINC,Linc Limited,INE802B01027,BE,NSE
LINCOLN,Lincoln Pharmaceuticals Limited,INE405C01035,EQ,NSE
LINDEINDIA,Linde India Limited,INE473A01011,EQ,NSE
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,INE093R01011,EQ,NSE
LLOYDSENT,Lloyds Enterprises Limited,INE080I01025,EQ,NSE
LLOYDSME,Lloyds Metals And Energy Limited,INE281B01032,EQ,NSE
LMW,LMW Limited,INE269B01029,EQ,NSE
LODHA,Lodha Developers Limited,INE670K01029,EQ,NSE
LOKESHMACH,Lokesh Machines Limited,INE397H01017,EQ,NSE
LORDSCHLO,Lords Chloro Alkali Limited,INE846D01012,EQ,NSE
LOTUSEYE,Lotus Eye Hospital and Institute Limited,INE947I01017,EQ,NSE
LOVABLE,Lovable Lingerie Limited,INE597L01014,EQ,NSE
LOYALTEX,Loyal Textile Mills Limited,INE970D01010,BE,NSE
LPDC,Landmark Property Development Company Limited,INE197J01017,EQ,NSE
LT,Larsen & Toubro Limited,INE018A01030,EQ,NSE
LTF,L&T Finance Limited,INE498L01015,EQ,NSE
LTFOODS,LT Foods Limited,INE818H01020,EQ,NSE
LTIM,LTIMindtree Limited,INE214T01019,EQ,NSE
LTTS,L&T Technology Services Limited,INE010V01017,EQ,NSE
LUMAXIND,Lumax Industries Limited,INE162B01018,EQ,NSE
LUMAXTECH,Lumax Auto Technologies Limited,INE872H01027,EQ,NSE
LUPIN,Lupin Limited,INE326A01037,EQ,NSE
LUXIND,Lux Industries Limited,INE150G01020,EQ,NSE
LXCHEM,Laxmi Organic Industries Limited,INE576O01020,EQ,NSE
LYKALABS,Lyka Labs Limited,INE933A01014,EQ,NSE
LYPSAGEMS,Lypsa Gems & Jewellery Limited,INE142K01011,BE,NSE
M&M,Mahindra & Mahindra Limited,INE101A01026,EQ,NSE
M&MFIN,Mahindra & Mahindra Financial Services Limited,INE774D01024,EQ,NSE
MAANALU,Maan Aluminium Limited,INE215I01027,BE,NSE
MACPOWER,Macpower CNC Machines Limited,INE155Z01011,BE,NSE
MADHAV,Madhav Marbles and Granites Limited,INE925C01016,EQ,NSE
MADHUCON,Madhucon Projects Limited,INE378D01032,BE,NSE
MADRASFERT,Madras Fertilizers Limited,INE414A01015,EQ,NSE
MAGADSUGAR,Magadh Sugar & Energy Limited,INE347W01011,EQ,NSE
MAGNUM,Magnum Ventures Limited,INE387I01016,EQ,NSE
MAHABANK,Bank of Maharashtra,INE457A01014,EQ,NSE
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,INE843B01013,EQ,NSE
MAHASTEEL,Mahamaya Steel Industries Limited,INE451L01014,BE,NSE
MAHEPC,Mahindra EPC Irrigation Limited,INE215D01010,EQ,NSE
MAHESHWARI,Maheshwari Logistics Limited,INE263W01010,EQ,NSE
MAHLIFE,Mahindra Lifespace Developers Limited,INE813A01018,EQ,NSE
MAHLOG,Mahindra Logistics Limited,INE766P01016,EQ,NSE
MAHSCOOTER,Maharashtra Scooters Limited,INE288A01013,EQ,NSE
MAHSEAMLES,Maharashtra Seamless Limited,INE271B01025,EQ,NSE
MAITHANALL,Maithan Alloys Limited,INE683C01011,EQ,NSE
MALLCOM,Mallcom (India) Limited,INE389C01015,EQ,NSE
MALUPAPER,Malu Paper Mills Limited,INE383H01017,EQ,NSE
MAMATA,Mamata Machinery Limited,INE0TO701015,EQ,NSE
MANAKALUCO,Manaksia Aluminium Company Limited,INE859Q01017,EQ,NSE
MANAKCOAT,Manaksia Coated Metals & Industries Limited,INE830Q01018,EQ,NSE
MANAKSIA,Manaksia Limited,INE015D01022,EQ,NSE
MANAKSTEEL,Manaksia Steels Limited,INE824Q01011,BE,NSE
MANALIPETC,Manali Petrochemicals Limited,INE201A01024,EQ,NSE
MANAPPURAM,Manappuram Finance Limited,INE522D01027,EQ,NSE
MANBA,Manba Finance Limited,INE939X01013,EQ,NSE
MANCREDIT,Mangal Credit and Fincorp Limited,INE545L01039,EQ,NSE
MANGALAM,Mangalam Drugs And Organics Limited,INE584F01014,EQ,NSE
MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,INE558B01017,EQ,NSE
MANGLMCEM,Mangalam Cement Limited,INE347A01017,EQ,NSE
MANINDS,Man Industries (India) Limited,INE993A01026,EQ,NSE
MANINFRA,Man Infraconstruction Limited,INE949H01023,EQ,NSE
MANKIND,Mankind Pharma Limited,INE634S01028,EQ,NSE
MANOMAY,Manomay Tex India Limited,INE784W01015,EQ,NSE
MANORAMA,Manorama Industries Limited,INE00VM01036,EQ,NSE
MANORG,Mangalam Organics Limited,INE370D01013,BE,NSE
MANUGRAPH,Manugraph India Limited,INE867A01022,BE,NSE
MANYAVAR,Vedant Fashions Limited,INE825V01034,EQ,NSE
MAPMYINDIA,C.E. Info Systems Limited,INE0BV301023,EQ,NSE
MARALOVER,Maral Overseas Limited,INE882A01013,EQ,NSE
MARATHON,Marathon Nextgen Realty Limited,INE182D01020,EQ,NSE
MARICO,Marico Limited,INE196A01026,EQ,NSE
MARINE,Marine Electricals (India) Limited,INE01JE01028,BE,NSE
MARKSANS,Marksans Pharma Limited,INE750C01026,EQ,NSE
MARUTI,Maruti Suzuki India Limited,INE585B01010,EQ,NSE
MASFIN,MAS Financial Services Limited,INE348L01012,EQ,NSE
MASKINVEST,Mask Investments Limited,INE885F01015,BE,NSE
MASTEK,Mastek Limited,INE759A01021,EQ,NSE
MASTERTR,Master Trust Limited,INE677D01037,EQ,NSE
MATRIMONY,Matrimony.Com Limited,INE866R01028,EQ,NSE
MAWANASUG,Mawana Sugars Limited,INE636A01039,EQ,NSE
MAXESTATES,Max Estates Limited,INE03EI01018,EQ,NSE
MAXHEALTH,Max Healthcare Institute Limited,INE027H01010,EQ,NSE
MAXIND,Max India Limited,INE0CG601016,EQ,NSE
MAYURUNIQ,Mayur Uniquoters Ltd,INE040D01038,EQ,NSE
MAZDA,Mazda Limited,INE885E01042,EQ,NSE
MAZDOCK,Mazagon Dock Shipbuilders Limited,INE249Z01020,EQ,NSE
MBAPL,Madhya Bharat Agro Products Limited,INE900L01010,EQ,NSE
MBLINFRA,MBL Infrastructure Limited,INE912H01013,EQ,NSE
MCL,Madhav Copper Limited,INE813V01022,EQ,NSE
MCLEODRUSS,Mcleod Russel India Limited,INE942G01012,EQ,NSE
MCLOUD,Magellanic Cloud Limited,INE613C01026,EQ,NSE
MCX,Multi Commodity Exchange of India Limited,INE745G01035,EQ,NSE
MEDANTA,Global Health Limited,INE474Q01031,EQ,NSE
MEDIASSIST,Medi Assist Healthcare Services Limited,INE456Z01021,EQ,NSE
MEDICAMEQ,Medicamen Biotech Limited,INE646B01010,EQ,NSE
MEDICO,Medico Remedies Limited,INE630Y01024,EQ,NSE
